0,230,1,1
S4.3
0.0,640.0,1,1
370.0,230.0,1,1
420.0,180.0,1,1
470.0,130.0,1,1
520.0,80.0,1,1
570.0,30.0,2,1
670.0,80.0,1,1
720.0,130.0,1,1
770.0,180.0,1,1
820.0,230.0,1,1
370.0,370.0,1,1
420.0,420.0,1,1
470.0,470.0,1,1
520.0,520.0,1,1
570.0,570.0,2,1
670.0,520.0,1,1
720.0,470.0,1,1
770.0,420.0,1,1
820.0,370.0,1,1
1030.0,230.0,1,1
1080.0,180.0,1,1
1130.0,130.0,1,1
1030.0,370.0,1,1
1080.0,420.0,1,1
1130.0,470.0,1,1
1180.0,80.0,1,1
1520.0,80.0,1,1
1470.0,130.0,1,1
1430.0,180.0,1,1
1380.0,230.0,1,1
1180.0,520.0,1,1
1380.0,370.0,1,1
1430.0,420.0,1,1
1480.0,470.0,1,1
1530.0,520.0,1,1
1280.0,430.0,1,1
1740.0,80.0,3,1
1890.0,130.0,3,1
1990.0,180.0,1,3
1990.0,410.0,1,4
1890.0,560.0,2,1
1740.0,510.0,3,1
2180.0,130.0,1,4
2230.0,130.0,2,1
2180.0,410.0,1,4
2230.0,560.0,2,1
2330.0,510.0,3,1
2330.0,180.0,3,1
1664.0,640.0,1,1
2780.0,380.0,1,1
2830.0,430.0,1,1
2580.0,530.0,1,1
2630.0,580.0,1,1
2730.0,530.0,1,1
2680.0,430.0,2,1
2630.0,480.0,2,1
2630.0,60.0,1,1
2730.0,110.0,1,1
2780.0,260.0,1,1
2830.0,210.0,1,1
2580.0,110.0,1,1
2630.0,160.0,2,1
2680.0,210.0,2,1
2154.0,640.0,1,1
-60.0,400.0,7,1
-47.0,640.0,1,1
2990.0,440.0,1,1
3200.0,490.0,1,1
3250.0,540.0,1,1
3150.0,440.0,1,2
3350.0,440.0,1,2
3300.0,490.0,1,1
3240.0,70.0,1,1
3140.0,120.0,1,2
3190.0,120.0,1,1
3340.0,120.0,1,2
2766.0,640.0,1,1
3290.0,120.0,1,1
3490.0,490.0,2,1
3540.0,440.0,2,1
3540.0,540.0,2,1
3790.0,440.0,2,1
3840.0,490.0,2,1
3790.0,540.0,2,1
3490.0,120.0,2,1
3540.0,70.0,2,1
3540.0,170.0,2,1
3790.0,70.0,2,1
3840.0,120.0,2,1
3790.0,170.0,2,1
3118.0,640.0,1,1
930.0,450.0,1,1
4100.0,480.0,1,1
4150.0,500.0,1,1
4200.0,520.0,1,1
4250.0,540.0,1,1
4300.0,520.0,1,1
4350.0,500.0,1,1
4400.0,480.0,1,1
4160.0,340.0,1,1
4350.0,340.0,1,1
4260.0,20.0,1,1
4210.0,40.0,1,1
4160.0,60.0,1,1
4110.0,80.0,1,1
4310.0,40.0,1,1
4360.0,60.0,1,1
4410.0,80.0,1,1
4160.0,200.0,1,1
4360.0,200.0,1,1
4950.0,180.0,1,6
4374.0,640.0,1,1
4550.0,480.0,9,1
4145.0,640.0,1,1
E4950.0
