0,230,1,1
S4.3
0.0,150.0,4,1
400.0,440.0,1,1
450.0,470.0,1,1
570.0,400.0,1,1
620.0,370.0,1,1
670.0,340.0,1,1
720.0,310.0,1,1
770.0,290.0,1,1
850.0,440.0,1,1
950.0,360.0,1,1
1070.0,400.0,1,1
1180.0,320.0,1,1
1300.0,380.0,1,1
1410.0,280.0,1,1
1540.0,360.0,1,1
1780.0,210.0,1,1
1910.0,160.0,3,1
1429.0,640.0,1,1
1429.0,640.0,1,1
2230.0,10.0,1,4
1429.0,640.0,1,1
1670.0,480.0,2,1
1429.0,640.0,1,1
1840.0,480.0,1,1
1890.0,490.0,1,1
2020.0,480.0,1,1
2070.0,490.0,1,1
2200.0,480.0,1,1
2250.0,490.0,1,1
2390.0,480.0,1,1
2440.0,490.0,1,1
2080.0,210.0,4,1
1830.0,190.0,1,1
1710.0,240.0,1,1
1610.0,260.0,2,1
1417.0,640.0,1,1
2570.0,480.0,1,1
2620.0,490.0,1,1
2810.0,490.0,1,1
2860.0,470.0,1,1
2910.0,450.0,1,1
2960.0,430.0,1,1
3010.0,410.0,1,1
3060.0,390.0,1,1
3110.0,370.0,1,1
3160.0,350.0,1,1
3210.0,330.0,1,1
3310.0,290.0,1,1
3200.0,440.0,1,1
3150.0,470.0,1,1
3130.0,520.0,1,1
3150.0,570.0,2,1
3340.0,420.0,1,4
3250.0,530.0,1,2
3390.0,420.0,1,1
3440.0,460.0,1,1
3390.0,510.0,1,1
3410.0,530.0,1,1
3430.0,550.0,1,1
3450.0,570.0,1,1
3640.0,420.0,1,1
3620.0,450.0,1,1
3600.0,490.0,1,1
3580.0,520.0,1,1
3560.0,550.0,1,1
3680.0,450.0,1,1
3700.0,480.0,1,1
3650.0,500.0,1,1
3820.0,400.0,1,4
3970.0,400.0,1,4
3870.0,480.0,2,1
3720.0,520.0,1,1
3740.0,550.0,1,1
4190.0,400.0,1,1
4160.0,440.0,1,1
4120.0,480.0,1,1
4090.0,520.0,1,1
4050.0,560.0,1,1
4230.0,440.0,1,1
4260.0,480.0,1,1
4300.0,520.0,1,1
4340.0,560.0,1,1
4170.0,490.0,1,1
4210.0,490.0,1,1
4450.0,410.0,1,4
4520.0,460.0,1,1
4540.0,490.0,1,1
4590.0,560.0,1,1
4570.0,520.0,1,1
4630.0,520.0,1,1
4500.0,410.0,1,1
4660.0,490.0,1,1
4680.0,460.0,1,1
4700.0,410.0,1,1
4740.0,410.0,1,4
3260.0,310.0,1,1
3480.0,290.0,1,1
3640.0,290.0,1,1
3780.0,290.0,1,1
3880.0,230.0,1,1
3990.0,180.0,1,1
4090.0,140.0,1,1
4250.0,140.0,1,1
4370.0,230.0,1,1
4500.0,140.0,1,1
4640.0,230.0,6,1
4890.0,30.0,1,4
4213.0,640.0,1,1
E4890.0
