0.0,500.0,5,1
310.0,500.0,1,1
410.0,500.0,1,1
460.0,450.0,1,1
510.0,400.0,1,1
560.0,350.0,1,1
610.0,300.0,1,1
450.0,240.0,2,1
660.0,220.0,1,2
10.0,640.0,1,1
300.0,190.0,4,1
610.0,170.0,4,1
810.0,190.0,1,1
860.0,210.0,1,1
910.0,230.0,1,1
960.0,250.0,1,1
1010.0,270.0,1,1
1060.0,290.0,1,1
1110.0,310.0,1,1
1160.0,330.0,1,1
1270.0,330.0,1,1
1380.0,330.0,1,1
1490.0,330.0,1,1
1600.0,330.0,1,1
1700.0,330.0,1,1
1790.0,300.0,1,1
1890.0,260.0,1,1
1980.0,220.0,4,1
1655.0,640.0,1,1
2380.0,490.0,7,1
1898.0,640.0,1,1
1898.0,640.0,1,1
2680.0,240.0,1,5
1898.0,640.0,1,1
E2680.0
