0,230,1,1
S4.5
300.0,420.0,1,1
0.0,470.0,10,1
410.0,420.0,1,1
540.0,570.0,1,1
640.0,490.0,1,1
760.0,410.0,1,1
880.0,350.0,1,1
1000.0,270.0,1,1
1130.0,200.0,1,1
1260.0,130.0,1,1
1390.0,70.0,5,1
1640.0,120.0,1,1
1690.0,70.0,1,1
1740.0,20.0,1,1
1790.0,70.0,1,1
1840.0,120.0,1,1
1890.0,70.0,1,1
1330.0,640.0,1,1
1940.0,20.0,4,1
1330.0,640.0,1,1
2370.0,570.0,1,1
2540.0,570.0,1,1
2690.0,570.0,1,1
2800.0,500.0,1,1
2900.0,460.0,1,1
3010.0,410.0,1,1
3110.0,360.0,1,1
3210.0,410.0,1,1
3300.0,330.0,1,1
3400.0,530.0,1,1
3560.0,320.0,1,1
3420.0,70.0,1,1
3470.0,120.0,1,2
2895.0,640.0,1,1
3420.0,220.0,1,1
3560.0,530.0,1,1
3690.0,470.0,1,1
3810.0,400.0,1,1
3950.0,400.0,1,1
4110.0,400.0,1,1
4260.0,400.0,1,1
410.0,210.0,1,3
399.0,640.0,1,1
4410.0,400.0,1,1
4460.0,450.0,1,1
4710.0,450.0,1,1
4870.0,450.0,1,1
4920.0,500.0,1,1
5170.0,500.0,1,1
5220.0,450.0,1,1
5270.0,400.0,1,1
5370.0,300.0,1,1
5420.0,250.0,1,1
5470.0,200.0,7,1
5770.0,0.0,1,4
3560.0,390.0,1,1
5490.0,500.0,1,1
5630.0,500.0,1,1
5800.0,430.0,1,1
5950.0,510.0,1,1
6220.0,390.0,1,1
6330.0,380.0,1,1
6080.0,450.0,1,1
6440.0,470.0,1,1
6560.0,400.0,1,1
6650.0,340.0,1,1
6740.0,280.0,6,1
6410.0,640.0,1,1
6990.0,80.0,1,4
6410.0,640.0,1,1
5380.0,420.0,1,1
E6990.0
